,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,age
7520,Isuzu D-Max,1250000,56800,Diesel,Individual,Manual,First Owner,12.4,2499,134.0,320.0,5,Isuzu,5
7521,Audi A4,1500000,60000,Diesel,Individual,Automatic,First Owner,16.55,1968,147.51,320.0,5,Audi,8
7522,Toyota Innova,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7,Toyota,11
7523,Toyota Fortuner,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,343.0,7,Toyota,8
7524,Maruti Celerio,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,90.0,5,Maruti,8
7525,Hyundai Venue,1150000,2286,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998,118.35,171.6,5,Hyundai,3
7526,Maruti Swift,655000,15732,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
7527,Mahindra Thar,890000,13000,Diesel,Dealer,Manual,First Owner,18.06,2523,63.0,182.5,7,Mahindra,3
7528,Maruti Ignis,525000,33000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,113.0,5,Maruti,4
7529,Hyundai i10,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,Hyundai,8
7530,BMW 3,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,380.0,5,BMW,5
7531,BMW 5,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,400.0,5,BMW,3
7532,Honda City,925000,28900,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,145.0,5,Honda,4
7533,Honda City,675000,49523,Petrol,Dealer,Manual,First Owner,17.0,1497,118.0,146.0,5,Honda,5
7534,Maruti Vitara,745000,48000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,4
7535,Maruti Vitara,835000,17000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,4
7536,Volkswagen Polo,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,230.0,5,Volkswagen,3
7537,Maruti Vitara,725000,36521,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,4
7538,Maruti Swift,620000,90000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113.0,5,Maruti,5
7539,Maruti Zen,58000,80000,Petrol,Individual,Manual,Third Owner,17.3,993,60.0,78.0,5,Maruti,24
7540,Nissan Sunny,335000,71000,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8,200.0,5,Nissan,8
7541,Mahindra XUV500,475000,108000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,330.0,7,Mahindra,11
7542,Renault Duster,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,200.0,5,Renault,7
7543,Maruti Ciaz,610000,33000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130.0,5,Maruti,7
7544,Hyundai Creta,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
7545,Renault KWID,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,Renault,3
7546,Hyundai Creta,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151.0,5,Hyundai,4
7547,Maruti Ciaz,650000,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,138.0,5,Maruti,4
7548,Hyundai Creta,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
7549,Audi Q5,1850000,76131,Diesel,Individual,Automatic,First Owner,13.22,2967,241.4,580.0,5,Audi,8
7550,Hyundai i10,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,Hyundai,10
7551,Hyundai EON,215000,47000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,9
7552,Tata Hexa,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,Tata,5
7553,Maruti Alto,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,Maruti,5
7554,Toyota Innova,610000,90000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,8,Toyota,10
7555,Mahindra Thar,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6,Mahindra,4
7556,Mahindra Scorpio,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280.0,7,Mahindra,7
7557,Hyundai i20,380000,110000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6,5,Hyundai,9
7558,Mahindra Scorpio,450000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9,Mahindra,10
7559,Maruti SX4,242000,120000,Diesel,Individual,Manual,First Owner,21.5,1248,88.8,200.0,5,Maruti,11
7560,Renault KWID,350000,35000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,72.0,5,Renault,5
7561,Tata Tigor,400000,22000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,Tata,4
7562,Maruti Wagon,400000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,5
7563,Chevrolet Sail,246000,56000,Diesel,Dealer,Manual,First Owner,22.1,1248,74.0,190.0,5,Chevrolet,9
7564,Tata Indigo,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405,69.01,135.0,5,Tata,8
7565,Ford Endeavour,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499,141.0,330.0,7,Ford,9
7566,Toyota Fortuner,1750000,52000,Diesel,Dealer,Automatic,First Owner,12.55,2982,168.5,360.0,7,Toyota,6
7567,Hyundai Xcent,550000,49000,Diesel,Dealer,Manual,First Owner,25.4,1186,73.97,190.25,5,Hyundai,5
7568,Maruti Ciaz,550000,50000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,200.0,5,Maruti,7
7569,Maruti Swift,375000,65000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190.0,5,Maruti,9
7570,Hyundai Xcent,391000,55000,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0,180.4,5,Hyundai,7
7571,Mercedes-Benz B,2051000,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143,134.1,300.0,5,Mercedes-Benz,7
7572,Tata Aria,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,320.0,7,Tata,8
7573,Hyundai Verna,212000,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493,110.0,24.0,5,Hyundai,15
7574,Chevrolet Beat,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44,936,57.6,150.0,5,Chevrolet,11
7575,Fiat Linea,265000,61000,Diesel,Dealer,Manual,Second Owner,20.4,1248,91.7,209.0,5,Fiat,12
7576,Renault Scala,399000,61000,Diesel,Dealer,Manual,Second Owner,21.64,1461,84.8,200.0,5,Renault,9
7577,Hyundai Getz,175000,61000,Diesel,Dealer,Manual,Second Owner,17.1,1493,110.0,24.0,5,Hyundai,14
7578,Skoda Rapid,411000,64481,Diesel,Dealer,Manual,Second Owner,20.5,1598,103.5,250.0,5,Skoda,11
7579,Volkswagen Vento,365000,65000,Diesel,Dealer,Manual,Second Owner,20.54,1598,103.6,250.0,5,Volkswagen,11
7580,BMW 5,975000,80000,Diesel,Dealer,Automatic,Second Owner,22.48,1995,187.74,400.0,5,BMW,13
7581,Nissan Sunny,499000,61000,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,200.0,5,Nissan,7
7582,Mercedes-Benz M-Class,2575000,70000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,619.0,5,Mercedes-Benz,8
7583,Chevrolet Spark,145000,30000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3,5,Chevrolet,13
7584,Tata Indica,200000,200000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5,Tata,11
7585,Audi Q3,1200000,230000,Diesel,Individual,Automatic,First Owner,15.73,1968,174.33,380.0,5,Audi,8
7586,Hyundai EON,280000,100000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14,5,Hyundai,6
7587,Mahindra Scorpio,450000,95000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,290.0,8,Mahindra,11
7588,Honda City,150000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,12.7,5,Honda,16
7589,Honda Mobilio,600000,70000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,145.0,7,Honda,5
7590,Renault KWID,275000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
7591,Tata Manza,110000,88000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,200.0,5,Tata,12
7592,Mahindra XUV500,500000,200000,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140.0,330.0,7,Mahindra,10
7593,Mahindra XUV500,700000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,Mahindra,10
7594,BMW 3,900000,155000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,380.0,4,BMW,10
7595,Maruti Wagon,150000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,Maruti,17
7596,Nissan Sunny,275000,80000,Petrol,Individual,Manual,Third Owner,16.95,1498,97.7,134.0,5,Nissan,9
7597,Maruti Swift,455000,40000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190.0,5,Maruti,8
7598,Hyundai Creta,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
7599,Maruti Swift,455000,40000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,8
7600,Honda City,650000,47000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,Honda,5
7601,Hyundai Grand,551000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75,5,Hyundai,4
7602,Volkswagen Ameo,650000,49060,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,250.0,5,Volkswagen,5
7603,Hyundai i20,600000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,7
7604,Maruti Alto,235000,18000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,9
7605,Ford Ecosport,800000,37161,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5,Ford,4
7606,Hyundai Creta,1050000,80000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,6
7607,Tata Nano,45000,28000,Petrol,Individual,Manual,Second Owner,25.4,624,37.5,51.0,4,Tata,10
7608,Hyundai Verna,450000,100000,Petrol,Individual,Automatic,Second Owner,15.74,1591,121.3,154.9,5,Hyundai,9
7609,Volkswagen Polo,391000,120000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,230.0,5,Volkswagen,8
7610,Chevrolet Enjoy,380000,70000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.8,172.5,7,Chevrolet,9
7611,Maruti Wagon,170000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5,Maruti,12
7612,Tata Sumo,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,250.0,7,Tata,11
7613,Toyota Innova,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7,Toyota,11
7614,Toyota Fortuner,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,343.0,7,Toyota,8
7615,Mahindra Thar,700000,24000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6,Mahindra,8
7616,Honda Mobilio,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,200.0,7,Honda,6
7617,Mahindra KUV,650000,6000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6,Mahindra,4
7618,Mahindra XUV500,950000,49700,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,Mahindra,9
7619,Toyota Innova,626000,80000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,Toyota,15
7620,Maruti Swift,600000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,Maruti,3
7621,Renault KWID,290000,21000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,3
7622,Maruti Alto,215000,25000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,Maruti,9
7623,Renault KWID,250000,22000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
7624,Maruti Ertiga,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,Maruti,5
7625,Maruti Alto,250000,20000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5,Maruti,6
7626,Honda BRV,950000,15000,Petrol,Individual,Automatic,First Owner,15.4,1497,117.3,145.0,7,Honda,5
7627,Ford Figo,793000,30000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,Ford,4
7628,Hyundai Creta,750000,74000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,7
7629,Honda Jazz,725000,6550,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5,Honda,5
7630,Hyundai Grand,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,Hyundai,6
7631,Jaguar XE,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5,Jaguar,5
7632,Lexus ES,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,Lexus,3
7633,Jaguar XF,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,Jaguar,5
7634,Tata Safari,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,Tata,7
7635,Volvo XC40,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5,Volvo,3
7636,Toyota Camry,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,Toyota,6
7637,Maruti Wagon,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,Maruti,9
7638,Maruti Baleno,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,4
7639,Honda Jazz,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,Honda,6
7640,Toyota Innova,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,9
7641,Maruti Swift,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,3
7642,Toyota Etios,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,Toyota,5
7643,Maruti Swift,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
7644,Hyundai Grand,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,5
7645,BMW X4,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
7646,BMW X4,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
7647,Honda Amaze,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,Honda,3
7648,Skoda Rapid,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,Skoda,6
7649,Volvo V40,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,Volvo,4
7650,Hyundai Verna,990000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,151.0,5,Hyundai,5
7651,Maruti Swift,370000,68000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,Maruti,10
7652,Chevrolet Sail,300000,60175,Petrol,Individual,Manual,First Owner,18.2,1199,82.5,108.5,5,Chevrolet,8
7653,Hyundai EON,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,10
7654,Ford Figo,700000,49957,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,215.0,5,Ford,5
7655,Ford Figo,600000,43235,Diesel,Dealer,Manual,First Owner,24.29,1498,99.0,215.0,5,Ford,5
7656,Ford EcoSport,925000,50699,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205.0,5,Ford,4
7657,Hyundai i20,700000,111000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,220.0,5,Hyundai,6
7658,Maruti Baleno,700000,48000,Petrol,Individual,Manual,Second Owner,21.1,998,100.5,150.0,5,Maruti,4
7659,Maruti Swift,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,190.0,5,Maruti,15
7660,Tata Sumo,434999,80000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,250.0,7,Tata,7
7661,Ford Figo,400000,100000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5,Ford,5
7662,Ford Figo,180000,90000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.0,160.0,5,Ford,11
7663,Maruti Swift,600000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,7
7664,Toyota Etios,320000,90000,Diesel,Individual,Manual,Third Owner,23.59,1364,67.06,170.0,5,Toyota,8
7665,Toyota Innova,1689999,120000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343.0,8,Toyota,6
7666,Volkswagen Vento,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4,1598,103.6,153.0,5,Volkswagen,11
7667,Tata Tigor,650000,20000,Petrol,Individual,Manual,First Owner,20.3,1199,83.81,114.0,5,Tata,3
7668,Toyota Corolla,340000,82000,Petrol,Individual,Manual,Second Owner,14.53,1798,138.0,173.0,5,Toyota,13
7669,Ambassador Grand,200000,80000,Diesel,Individual,Manual,Third Owner,13.5,1995,52.0,106.0,5,Ambassador,14
7670,Maruti Vitara,869999,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,5
7671,Maruti Ertiga,795000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,Maruti,5
7672,Maruti Vitara,869999,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,5
7673,Maruti Ritz,200000,70000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,190.0,5,Maruti,12
7674,Hyundai Verna,800000,45500,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,259.9,5,Hyundai,5
7675,Toyota Innova,1100000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,8,Toyota,8
7676,Maruti Alto,114999,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,14
7677,Maruti Ertiga,500000,92000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7,Maruti,9
7678,Maruti Swift,700000,141000,Diesel,Individual,Manual,Fourth & Above Owner,25.2,1248,74.0,190.0,5,Maruti,8
7679,Toyota Innova,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7,Toyota,6
7680,Datsun RediGO,200000,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72.0,5,Datsun,6
7681,Honda Amaze,450000,50000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,109.0,5,Honda,7
7682,Tata Nexon,850000,9500,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5,Tata,4
7683,Maruti Eeco,359000,5500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,7,Maruti,3
7684,Renault KWID,320000,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,5
7685,Tata Indica,110000,113000,Petrol,Individual,Manual,First Owner,15.3,1193,65.3,102.0,5,Tata,13
7686,Maruti Eeco,209000,1,CNG,Individual,Manual,Fourth & Above Owner,15.1,1196,73.0,101.0,5,Maruti,11
7687,Tata Manza,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,116.0,5,Tata,12
7688,Hyundai Grand,400000,50074,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,Hyundai,8
7689,Hyundai i20,600000,100000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,219.7,5,Hyundai,8
7690,Maruti Eeco,350000,35000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,7,Maruti,5
7691,Ford EcoSport,990000,60000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,Ford,4
7692,Mercedes-Benz E-Class,1600000,70000,Diesel,Individual,Automatic,First Owner,14.21,2143,203.0,500.0,5,Mercedes-Benz,11
7693,Tata Hexa,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,Tata,5
7694,Maruti Baleno,745000,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5,Maruti,5
7695,Skoda Kodiaq,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,340.0,7,Skoda,4
7696,Maruti Swift,500000,35000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,7
7697,Maruti Wagon,540000,5000,Petrol,Individual,Automatic,First Owner,20.52,1197,81.8,113.0,5,Maruti,3
7698,Toyota Innova,1850000,33000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343.0,7,Toyota,6
7699,Tata Bolt,600000,27000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,Tata,5
7700,Ford Freestyle,690000,25000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,Ford,4
7701,Maruti Swift,630000,30154,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,6
7702,Hyundai Xcent,640000,20000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,113.75,5,Hyundai,4
7703,Volvo S90,5500000,17000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5,Volvo,3
7704,Ford Endeavour,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158.0,385.0,7,Ford,6
7705,Maruti Swift,500000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,Maruti,6
7706,Maruti Alto,310000,54000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,Maruti,5
7707,Mahindra TUV,600000,80000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,Mahindra,7
7708,Maruti 800,40000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,Maruti,23
7709,Hyundai Xcent,620000,70000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.25,5,Hyundai,4
7710,Maruti Baleno,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,4
7711,Hyundai Verna,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,259.87,5,Hyundai,4
7712,Maruti Baleno,760000,50000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,4
7713,Hyundai i10,300000,45000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8,5,Hyundai,10
7714,Tata Tiago,500000,5000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,3
7715,Chevrolet Beat,120000,70000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108.0,5,Chevrolet,10
7716,Hyundai EON,350000,26263,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,5
7717,Mahindra KUV,350000,100000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,115.0,5,Mahindra,6
7718,Toyota Innova,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,200.0,7,Toyota,10
7719,Renault Duster,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,245.0,5,Renault,4
7720,Hyundai Verna,550000,80000,Diesel,Dealer,Manual,First Owner,25.0,1493,113.42,250.06,5,Hyundai,9
7721,Maruti SX4,675000,108000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,200.0,5,Maruti,6
7722,Toyota Innova,1400000,170000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7,Toyota,7
7723,Maruti Swift,625000,25000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113.0,5,Maruti,5
7724,Hyundai Creta,1220000,11000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151.0,5,Hyundai,4
7725,Maruti S-Presso,475000,5000,Petrol,Individual,Automatic,First Owner,21.7,998,67.0,90.0,5,Maruti,3
7726,Ford Ecosport,550000,105000,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,215.0,5,Ford,8
7727,Maruti Ritz,320000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,Maruti,10
